Transaction Date,Created Date,Order ID,Currency Code,Amount,Service Tax Collected,Swachh Bharat Cess,Order Total,Payment Status,Order Status,Course Title,SC ID
2016-06-16 04:56:01,2016-06-16 04:08:58,43270,INR,6755,946,34,7768,success,completed,Supply Chain Management,SCG7CR
2016-06-16 03:41:05,2016-06-16 03:39:17,43264,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-16 03:53:06,2016-06-16 03:33:28,43260,INR,9518,1332,48,10945,success,completed,Project Management ,SC0106
2016-06-16 05:28:03,2016-06-16 02:58:36,43242,INR,6755,946,34,7768,success,completed,Supply Chain Management,SCG7CR
2016-06-17 07:44:00,2016-06-16 02:55:22,43239,INR,9518,1332,48,10945,success,completed,Project Management ,SCG7CR
2016-06-16 02:59:00,2016-06-16 02:35:29,43226,INR,6755,946,34,7768,success,completed,Cloud Computing with MS Azure,SCG7CR
2016-06-16 05:44:01,2016-06-16 02:27:35,43221,INR,21000,2940,105,24150,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-16 02:21:02,2016-06-16 02:14:28,43218,INR,9088,1272,45,10451,success,completed,Business Analytics ,SCTOWERS
2016-06-16 02:15:00,2016-06-16 02:08:27,43216,INR,6755,946,34,7768,success,completed,Cloud Computing with MS Azure,SCTOWERS
2016-06-16 02:09:03,2016-06-16 02:05:42,43214,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-16 02:25:03,2016-06-16 02:04:55,43213,INR,9548,1337,48,10980,success,completed,Digital Marketing Certification,SCG7CR
2016-06-16 02:11:02,2016-06-16 01:36:42,43209,INR,6755,946,34,7768,failure,canceled,Cloud Computing with MS Azure,SCG7CR
2016-06-16 08:47:00,2016-06-16 01:33:08,43207,INR,9088,1272,45,10451,success,completed,Business Analytics ,SCG7CR
2016-06-16 02:05:02,2016-06-16 01:28:05,43206,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-16 02:03:03,2016-06-16 01:26:02,43205,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
